"No.","Time","Source","Destination","Protocol","Length","Info"
"2535","2023-05-06 19:37:39.694228","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2536","2023-05-06 19:37:39.694228","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2537","2023-05-06 19:37:39.694228","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2538","2023-05-06 19:37:39.694437","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2539","2023-05-06 19:37:39.694463","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2540","2023-05-06 19:37:39.694463","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2541","2023-05-06 19:37:39.694467","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2542","2023-05-06 19:37:39.694603","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2543","2023-05-06 19:37:39.694722","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2544","2023-05-06 19:37:39.695374","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2545","2023-05-06 19:37:39.695625","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2546","2023-05-06 19:37:39.695798","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2547","2023-05-06 19:37:39.697194","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2548","2023-05-06 19:37:39.697194","2.17.179.243","192.168.18.48","TCP","1466","443  >  50882 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2549","2023-05-06 19:37:39.697255","192.168.18.48","2.17.179.243","TCP","54","50882  >  443 [ACK] Seq=228 Ack=2825 Win=131072 Len=0"
"2550","2023-05-06 19:37:39.697326","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2551","2023-05-06 19:37:39.699384","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2552","2023-05-06 19:37:39.701215","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2553","2023-05-06 19:37:39.701364","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2554","2023-05-06 19:37:39.702684","2.17.179.243","192.168.18.48","TCP","54","443  >  50867 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2555","2023-05-06 19:37:39.703355","2.17.179.243","192.168.18.48","TCP","54","443  >  50867 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2556","2023-05-06 19:37:39.704081","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2557","2023-05-06 19:37:39.704081","2.17.179.243","192.168.18.48","TCP","54","443  >  50867 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2558","2023-05-06 19:37:39.704729","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2559","2023-05-06 19:37:39.713725","2.17.179.243","192.168.18.48","TCP","54","443  >  50866 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2560","2023-05-06 19:37:39.713725","2.17.179.243","192.168.18.48","TCP","54","443  >  50864 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2561","2023-05-06 19:37:39.713725","2.17.179.243","192.168.18.48","TCP","54","443  >  50864 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2562","2023-05-06 19:37:39.713725","2.17.179.243","192.168.18.48","TCP","54","443  >  50864 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2563","2023-05-06 19:37:39.713725","2.17.179.243","192.168.18.48","TCP","54","443  >  50866 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2564","2023-05-06 19:37:39.713725","2.17.179.243","192.168.18.48","TCP","54","443  >  50866 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2565","2023-05-06 19:37:39.713725","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2566","2023-05-06 19:37:39.714633","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2567","2023-05-06 19:37:39.717465","2.17.179.243","192.168.18.48","TCP","54","443  >  50869 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2568","2023-05-06 19:37:39.719855","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2569","2023-05-06 19:37:39.721187","2.17.179.243","192.168.18.48","TCP","1466","443  >  50890 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2570","2023-05-06 19:37:39.721187","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2571","2023-05-06 19:37:39.721187","2.17.179.243","192.168.18.48","TCP","54","443  >  50869 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2572","2023-05-06 19:37:39.721252","192.168.18.48","2.17.179.243","TCP","54","50890  >  443 [ACK] Seq=228 Ack=3422 Win=131072 Len=0"
"2573","2023-05-06 19:37:39.721578","2.17.179.243","192.168.18.48","TCP","54","443  >  50869 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2574","2023-05-06 19:37:39.723155","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2575","2023-05-06 19:37:39.725031","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2576","2023-05-06 19:37:39.725238","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2577","2023-05-06 19:37:39.725744","2.17.179.243","192.168.18.48","TCP","54","443  >  50868 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2578","2023-05-06 19:37:39.725744","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2579","2023-05-06 19:37:39.725744","2.17.179.243","192.168.18.48","TCP","54","443  >  50871 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2580","2023-05-06 19:37:39.726292","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2581","2023-05-06 19:37:39.727862","2.17.179.243","192.168.18.48","TCP","54","443  >  50868 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2582","2023-05-06 19:37:39.728442","2.17.179.243","192.168.18.48","TCP","54","443  >  50868 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2583","2023-05-06 19:37:39.729153","2.17.179.243","192.168.18.48","TCP","54","443  >  50871 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2584","2023-05-06 19:37:39.729153","2.17.179.243","192.168.18.48","TCP","54","443  >  50871 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2585","2023-05-06 19:37:39.729746","2a00:1450:4018:807::200d","2407:d000:b:7008:5d49:e746:bd25:c0b5","TCP","86","443  >  50155 [ACK] Seq=1 Ack=2 Win=269 Len=0 SLE=1 SRE=2"
"2586","2023-05-06 19:37:39.733829","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2587","2023-05-06 19:37:39.734611","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2588","2023-05-06 19:37:39.739819","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2589","2023-05-06 19:37:39.740554","2.17.179.243","192.168.18.48","TCP","1466","443  >  50893 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2590","2023-05-06 19:37:39.740604","192.168.18.48","2.17.179.243","TCP","54","50893  >  443 [ACK] Seq=228 Ack=2825 Win=131072 Len=0"
"2591","2023-05-06 19:37:39.741803","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2592","2023-05-06 19:37:39.741803","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2593","2023-05-06 19:37:39.741803","2.17.179.243","192.168.18.48","TCP","1466","443  >  50894 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2594","2023-05-06 19:37:39.741803","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2595","2023-05-06 19:37:39.741803","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2596","2023-05-06 19:37:39.741803","2.17.179.243","192.168.18.48","TCP","1466","443  >  50895 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2597","2023-05-06 19:37:39.741803","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2598","2023-05-06 19:37:39.741803","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2599","2023-05-06 19:37:39.741803","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2600","2023-05-06 19:37:39.741920","192.168.18.48","2.17.179.243","TCP","54","50894  >  443 [ACK] Seq=228 Ack=3422 Win=131072 Len=0"
"2601","2023-05-06 19:37:39.741975","192.168.18.48","2.17.179.243","TCP","54","50895  >  443 [ACK] Seq=228 Ack=3422 Win=131072 Len=0"
"2602","2023-05-06 19:37:39.742446","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2603","2023-05-06 19:37:39.742538","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2604","2023-05-06 19:37:39.742539","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2605","2023-05-06 19:37:39.743105","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2606","2023-05-06 19:37:39.745715","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2607","2023-05-06 19:37:39.745909","2.17.179.243","192.168.18.48","TCP","1466","443  >  50897 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2608","2023-05-06 19:37:39.745930","192.168.18.48","2.17.179.243","TCP","54","50897  >  443 [ACK] Seq=228 Ack=2825 Win=131072 Len=0"
"2609","2023-05-06 19:37:39.747023","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2610","2023-05-06 19:37:39.747024","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2611","2023-05-06 19:37:39.747023","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2612","2023-05-06 19:37:39.748696","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2613","2023-05-06 19:37:39.748981","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2614","2023-05-06 19:37:39.749033","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2615","2023-05-06 19:37:39.749185","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2616","2023-05-06 19:37:39.749217","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2617","2023-05-06 19:37:39.749605","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2618","2023-05-06 19:37:39.749825","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2619","2023-05-06 19:37:39.751456","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2620","2023-05-06 19:37:39.753521","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2621","2023-05-06 19:37:39.753937","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2622","2023-05-06 19:37:39.754120","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2623","2023-05-06 19:37:39.754688","2.17.179.243","192.168.18.48","TCP","1466","443  >  50901 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2624","2023-05-06 19:37:39.754725","192.168.18.48","2.17.179.243","TCP","54","50901  >  443 [ACK] Seq=228 Ack=2825 Win=131072 Len=0"
"2625","2023-05-06 19:37:39.757490","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2626","2023-05-06 19:37:39.757490","2.17.179.243","192.168.18.48","TCP","54","443  >  50855 [ACK] Seq=3473 Ack=650 Win=64128 Len=0"
"2627","2023-05-06 19:37:39.759452","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2628","2023-05-06 19:37:39.761272","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2629","2023-05-06 19:37:39.761506","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2630","2023-05-06 19:37:39.761639","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2631","2023-05-06 19:37:39.761639","2.17.179.243","192.168.18.48","TCP","1466","443  >  50902 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2632","2023-05-06 19:37:39.761639","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2633","2023-05-06 19:37:39.761639","2.17.179.243","192.168.18.48","TCP","54","443  >  50879 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2634","2023-05-06 19:37:39.761639","2.17.179.243","192.168.18.48","TCP","54","443  >  50879 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2635","2023-05-06 19:37:39.761731","192.168.18.48","2.17.179.243","TCP","54","50902  >  443 [ACK] Seq=228 Ack=3422 Win=131072 Len=0"
"2636","2023-05-06 19:37:39.762516","2.17.179.243","192.168.18.48","TCP","54","443  >  50879 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2637","2023-05-06 19:37:39.762967","2.17.179.243","192.168.18.48","TCP","54","443  >  50877 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2638","2023-05-06 19:37:39.762967","2.17.179.243","192.168.18.48","TCP","54","443  >  50877 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2639","2023-05-06 19:37:39.762967","2.17.179.243","192.168.18.48","TCP","54","443  >  50877 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2640","2023-05-06 19:37:39.763150","3.211.100.175","192.168.18.48","TCP","54","[TCP Previous segment not captured] 443  >  50854 [ACK] Seq=4117 Ack=1208 Win=46080 Len=0"
"2641","2023-05-06 19:37:39.763788","2.17.179.243","192.168.18.48","TCP","54","443  >  50876 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2642","2023-05-06 19:37:39.764168","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2643","2023-05-06 19:37:39.764493","2.17.179.243","192.168.18.48","TCP","54","443  >  50876 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2644","2023-05-06 19:37:39.764493","2.17.179.243","192.168.18.48","TCP","54","443  >  50876 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2645","2023-05-06 19:37:39.764734","3.211.100.175","192.168.18.48","TCP","54","[TCP Retransmission] 443  >  50854 [FIN, ACK] Seq=4116 Ack=1207 Win=46080 Len=0"
"2646","2023-05-06 19:37:39.764756","192.168.18.48","3.211.100.175","TCP","54","50854  >  443 [ACK] Seq=1208 Ack=4117 Win=130560 Len=0"
"2647","2023-05-06 19:37:39.765959","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2648","2023-05-06 19:37:39.766101","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2649","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TCP","54","443  >  50872 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2650","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TCP","54","443  >  50872 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2651","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TCP","54","443  >  50872 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2652","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TCP","54","443  >  50870 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2653","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TCP","54","443  >  50870 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2654","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TCP","54","443  >  50870 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2655","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2656","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TCP","1466","443  >  50896 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2657","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2658","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2659","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TCP","1466","443  >  50904 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2660","2023-05-06 19:37:39.773417","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2661","2023-05-06 19:37:39.773562","192.168.18.48","2.17.179.243","TCP","54","50896  >  443 [ACK] Seq=228 Ack=3422 Win=131072 Len=0"
"2662","2023-05-06 19:37:39.773621","192.168.18.48","2.17.179.243","TCP","54","50904  >  443 [ACK] Seq=228 Ack=3422 Win=131072 Len=0"
"2663","2023-05-06 19:37:39.773685","2404:6800:4002:81f::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","TCP","86","443  >  50300 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"2664","2023-05-06 19:37:39.774674","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2665","2023-05-06 19:37:39.775206","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2666","2023-05-06 19:37:39.776413","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2667","2023-05-06 19:37:39.776539","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2668","2023-05-06 19:37:39.776714","2.17.179.243","192.168.18.48","TCP","54","443  >  50875 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2669","2023-05-06 19:37:39.776714","2.17.179.243","192.168.18.48","TCP","54","443  >  50792 [ACK] Seq=4155 Ack=490 Win=64128 Len=0"
"2670","2023-05-06 19:37:39.778283","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2671","2023-05-06 19:37:39.778283","2.17.179.243","192.168.18.48","TCP","54","443  >  50857 [ACK] Seq=3473 Ack=650 Win=64128 Len=0"
"2672","2023-05-06 19:37:39.778315","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2673","2023-05-06 19:37:39.778669","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2674","2023-05-06 19:37:39.778892","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2675","2023-05-06 19:37:39.779086","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2676","2023-05-06 19:37:39.779294","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2677","2023-05-06 19:37:39.779655","2.17.179.243","192.168.18.48","TCP","54","443  >  50874 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2678","2023-05-06 19:37:39.779655","2.17.179.243","192.168.18.48","TCP","54","443  >  50874 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2679","2023-05-06 19:37:39.779655","2.17.179.243","192.168.18.48","TCP","54","443  >  50874 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2680","2023-05-06 19:37:39.786535","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2681","2023-05-06 19:37:39.786535","2.17.179.243","192.168.18.48","TCP","54","443  >  50859 [ACK] Seq=3473 Ack=650 Win=64128 Len=0"
"2682","2023-05-06 19:37:39.786535","2.17.179.243","192.168.18.48","TCP","54","443  >  50875 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2683","2023-05-06 19:37:39.786535","2.17.179.243","192.168.18.48","TCP","54","443  >  50875 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2684","2023-05-06 19:37:39.786535","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2685","2023-05-06 19:37:39.786535","2.17.179.243","192.168.18.48","TCP","54","443  >  50862 [ACK] Seq=3473 Ack=650 Win=64128 Len=0"
"2686","2023-05-06 19:37:39.786535","2.17.179.243","192.168.18.48","TCP","54","443  >  50878 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2687","2023-05-06 19:37:39.786535","2.17.179.243","192.168.18.48","TCP","54","443  >  50878 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2688","2023-05-06 19:37:39.787369","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2689","2023-05-06 19:37:39.787498","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2690","2023-05-06 19:37:39.788376","2.17.179.243","192.168.18.48","TCP","54","443  >  50878 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2691","2023-05-06 19:37:39.788744","2.17.179.243","192.168.18.48","TCP","54","443  >  50873 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2692","2023-05-06 19:37:39.790390","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2693","2023-05-06 19:37:39.790390","2.17.179.243","192.168.18.48","TCP","1466","443  >  50899 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2694","2023-05-06 19:37:39.790390","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2695","2023-05-06 19:37:39.790390","2.17.179.243","192.168.18.48","TCP","54","443  >  50873 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2696","2023-05-06 19:37:39.790390","2.17.179.243","192.168.18.48","TCP","54","443  >  50873 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2697","2023-05-06 19:37:39.790449","192.168.18.48","2.17.179.243","TCP","54","50899  >  443 [ACK] Seq=228 Ack=3422 Win=131072 Len=0"
"2698","2023-05-06 19:37:39.791249","2.17.179.243","192.168.18.48","TCP","1466","443  >  50792 [ACK] Seq=4155 Ack=490 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2699","2023-05-06 19:37:39.793245","2.17.179.243","192.168.18.48","TLSv1.2","581","Application Data"
"2700","2023-05-06 19:37:39.793276","192.168.18.48","2.17.179.243","TCP","54","50792  >  443 [ACK] Seq=490 Ack=6094 Win=66304 Len=0"
"2701","2023-05-06 19:37:39.793364","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2702","2023-05-06 19:37:39.793934","192.168.18.48","2.17.179.243","TLSv1.2","85","Encrypted Alert"
"2703","2023-05-06 19:37:39.794017","192.168.18.48","2.17.179.243","TCP","54","50792  >  443 [FIN, ACK] Seq=521 Ack=6094 Win=66304 Len=0"
"2704","2023-05-06 19:37:39.794505","2.17.179.243","192.168.18.48","TLSv1.2","1466","Server Hello"
"2705","2023-05-06 19:37:39.795183","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2706","2023-05-06 19:37:39.795337","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2707","2023-05-06 19:37:39.796967","192.168.18.48","2.17.179.243","TCP","66","50965  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2708","2023-05-06 19:37:39.797523","2.17.179.243","192.168.18.48","TCP","1466","443  >  50900 [PSH, ACK] Seq=1413 Ack=228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2709","2023-05-06 19:37:39.797560","192.168.18.48","2.17.179.243","TCP","54","50900  >  443 [ACK] Seq=228 Ack=2825 Win=131072 Len=0"
"2710","2023-05-06 19:37:39.798613","2.17.179.243","192.168.18.48","TLSv1.2","651","Certificate, Server Key Exchange, Server Hello Done"
"2711","2023-05-06 19:37:39.798613","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2712","2023-05-06 19:37:39.799196","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2713","2023-05-06 19:37:39.799706","2.17.179.243","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2714","2023-05-06 19:37:39.800230","192.168.18.48","2.17.179.243","TLSv1.2","350","Application Data"
"2715","2023-05-06 19:37:39.800680","2.17.179.243","192.168.18.48","TCP","54","443  >  50881 [ACK] Seq=3422 Ack=303 Win=64128 Len=0"
"2716","2023-05-06 19:37:39.801086","192.168.18.48","2.17.179.243","TLSv1.2","129","Client Key Exchange"
"2717","2023-05-06 19:37:39.801721","2.17.179.243","192.168.18.48","TCP","54","443  >  50856 [ACK] Seq=3473 Ack=650 Win=64128 Len=0"
"2718","2023-05-06 19:37:39.802774","2.17.179.243","192.168.18.48","TCP","54","443  >  50881 [ACK] Seq=3422 Ack=309 Win=64128 Len=0"
"2719","2023-05-06 19:37:39.802886","192.168.18.48","2.17.179.243","TLSv1.2","60","Change Cipher Spec"
"2720","2023-05-06 19:37:39.803035","192.168.18.48","2.17.179.243","TLSv1.2","99","Encrypted Handshake Message"
"2721","2023-05-06 19:37:39.803991","2.17.179.243","192.168.18.48","TCP","54","443  >  50881 [ACK] Seq=3422 Ack=354 Win=64128 Len=0"
"2722","2023-05-06 19:37:39.805218","2.17.179.243","192.168.18.48","TCP","54","443  >  50863 [ACK] Seq=3473 Ack=650 Win=64128 Len=0"
"2723","2023-05-06 19:37:39.805911","2.17.179.243","192.168.18.48","TCP","54","443  >  50861 [ACK] Seq=3473 Ack=650 Win=64128 Len=0"
"2724","2023-05-06 19:37:39.807662","2.17.179.243","192.168.18.48","TCP","1466","443  >  50859 [ACK] Seq=3473 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2725","2023-05-06 19:37:39.808217","2.17.179.243","192.168.18.48","TCP","1466","443  >  50859 [PSH, ACK] Seq=4885 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2726","2023-05-06 19:37:39.808217","2.17.179.243","192.168.18.48","TCP","1466","443  >  50859 [ACK] Seq=6297 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2727","2023-05-06 19:37:39.808217","2.17.179.243","192.168.18.48","TCP","1466","443  >  50859 [PSH, ACK] Seq=7709 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2728","2023-05-06 19:37:39.808217","2.17.179.243","192.168.18.48","TCP","1466","443  >  50859 [ACK] Seq=9121 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2729","2023-05-06 19:37:39.808217","2.17.179.243","192.168.18.48","TCP","1466","443  >  50859 [PSH, ACK] Seq=10533 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
